word1;word1 definitions;word2;word2 definitions;word1 sound; word2 sound
čeelkxe;[];čeelkse;['отсоединить, отделить, выпрячь (быстро - напр. сани, оленей)'];x;s
čeellke;['стать трезвым, отрезветь'];čeellje;[];k;j
čeellke;['стать трезвым, отрезветь'];čiillke;['стать чистым, свежим', 'стать светлым, ясным (напр. о дне)', 'зажить (о ране)', 'безл. рассвести'];ee;ii
čeellke;['стать трезвым, отрезветь'];čoollke;['плевать'];ee;oo
čeelkse;['отсоединить, отделить, выпрячь (быстро - напр. сани, оленей)'];čeelkxe;[];s;x
čeelkse;['отсоединить, отделить, выпрячь (быстро - напр. сани, оленей)'];čolkse;['поплевать (немного)'];ee;o
čeellkne;['то же, что [b]че̄ллкъе'];čeellkje;['отсоединиться, отделиться от чего (напр. о санях)'];n;j
čeelne;['очищать, обдирать (рога от кожицы - постоянно иногда, бывало) иногда, бывало) иногда, бывало)'];čeelse;['очистить, ободрать (быстро рога от кожицы - об оленях)', 'почистить (немного рога от кожицы -об оленях)'];n;s
čeexxč;['осень ж'];čuxxč;['глухарь м'];ee;u
čibpxuvve;[];čibpjuvve;[];x;j
čiivvrše;['считать, что где-л. много гальки'];čiivvrje;['покрыться галькой (о береге)'];š;j
čiigk;['уголок (платка, простыни и т. п.)'];čiillk;['. чистый, свежий', 'светлый, ясный'];g;ll
čiigk;['уголок (платка, простыни и т. п.)'];čiilk;['сказ.', 'чистый, свежий, чист, свеж', 'светлый, ясный, светел, ясен'];g;l
čiigk;['уголок (платка, простыни и т. п.)'];čoogk;['прям.', 'перен. острый'];ii;oo
čiigke;['закопать, зарыть кого-что', 'закрыть что чем'];čiigne;['закапывать, зарывать кого-что, закрывать что чем (постоянно'];k;n
čiigke;['закопать, зарыть кого-что', 'закрыть что чем'];čiillke;['стать чистым, свежим', 'стать светлым, ясным (напр. о дне)', 'зажить (о ране)', 'безл. рассвести'];g;ll
čiigke;['закопать, зарыть кого-что', 'закрыть что чем'];čiiccke;['колоть, раскалывать / расколоть (кости, сахар, орехи и т.п.)'];g;cc
čiigke;['закопать, зарыть кого-что', 'закрыть что чем'];čoagke;['чесать, расчёсывать / расчесать, причёсывать / причесать кого-что', 'перен. ругать, критиковать кого', 'чесаться; [b]вуэййв чоагсувв[/b] голова чешется'];ii;oa
čiigkluvve;['прям., перен. закопаться, зарыться во что'];čoogkluvve;['стать острым, заостриться'];ii;oo
čiigkle;['закопать, зарыть кого-что, закрыть что чем (быстро)'];čiigkje;[];l;j
čiigkle;['закопать, зарыть кого-что, закрыть что чем (быстро)'];čiicckle;['расколоть (кости, сахар, орехи и т. п. быстро)'];g;cc
čiigkle;['закопать, зарыть кого-что, закрыть что чем (быстро)'];čoagkle;['расчесать что, причесать кого-что (быстро)'];ii;oa
čiigktedne;['прям., перен. закалываться, зарываться во что (постоянно', 'иногда,   бывало)'];čiigktedte;['прям., перен. закапываться / закопаться во что', 'закрываться чем'];n;t
čiigkje;[];čiil'l'kje;['полоскать что', 'иногда, бывало)'];g;l'l'
čiigkje;[];čiicckje;[];g;cc
čiigkje;[];čoogkje;[];ii;oo
čiigne;['закапывать, зарывать кого-что, закрывать что чем (постоянно'];čoogne;['чесать, расчёсывать, причёсывать кого-что (постоянно', 'иногда, бывало)'];ii;oo
čiigne;['закапывать, зарывать кого-что, закрывать что чем (постоянно'];š'iigne;['сделать кого-что-л. хорошим'];č;š'
čidte;['цедить / процедить что'];čidne;['процеживать что (постоянно', 'иногда, бывало)'];t;n
čidte;['цедить / процедить что'];čidse;['поцедить что (немного)'];t;s
čidte;['цедить / процедить что'];čisste;['чистить / вычистить, очищать / очистить, вытирать / вытереть кого-что', 'перен. ругать кого'];d;ss
čidte;['цедить / процедить что'];čixxte;['чинить / починить, ремонтировать / отремонтировать (сети)'];d;xx
čidne;['процеживать что (постоянно', 'иногда, бывало)'];čidse;['поцедить что (немного)'];n;s
čidse;['поцедить что (немного)'];činse;[];d;n
čidtje;[];čisstje;[];d;ss
čidtje;[];čixxtje;[];d;xx
čiillk;['. чистый, свежий', 'светлый, ясный'];čiilk;['сказ.', 'чистый, свежий, чист, свеж', 'светлый, ясный, светел, ясен'];ll;l
čiillk;['. чистый, свежий', 'светлый, ясный'];čoollk;['слюна'];ii;oo
čiilkne;['становиться чистым, свежим (постоянно', 'иногда, бывало)', 'заживать (о ране - постоянно', 'иногда, бывало)', 'светать, брезжить, яснеть (постоянно', 'иногда, бывало)'];čiickne;['колоть, раскалывать (орехи, кости, сахар и т. п. - постоянно', 'иногда, бывало)'];l;c
